published;title;summary;link
Wed, 14 Aug 2019 00:01:00 -0400;Dora's Lasting Magic;Nickelodeon's Dora The Explorer helped usher in a wave of multicultural children's programming in the U.S. Our friends at Latino USA tell the story of how the show pushed back against anti-immigrant rhetoric — and why Dora's character still matters.;https://www.npr.org/2019/08/14/750878177/doras-lasting-magic
Wed, 07 Aug 2019 00:00:00 -0400;After The Cameras Leave;Five years ago, the death of an unarmed black teenager brought the town of Ferguson, Mo. to the center of a national conversation about policing in black communities. Since then, what's changed, if anything, in Ferguson?;https://www.npr.org/2019/08/07/747012446/after-the-cameras-leave
Wed, 31 Jul 2019 02:53:00 -0400;Puerto Ricans Stand Up;It took less than two weeks for Puerto Ricans to topple their governor following the publication of unsavory private text messages. We tell the story of how small protests evolved into a political uprising unlike anything the island had ever seen.;https://www.npr.org/2019/07/31/746819091/puerto-ricans-stand-up
Wed, 24 Jul 2019 00:01:00 -0400;Chicago's Red Summer;Almost exactly 100 years ago, race riots broke out all across the United States. The Red Summer, as it came to be known, occurred in more than two dozen cities across the nation, including Chicago, where black soldiers returning home from World War I refused to be treated as second class citizens.;https://www.npr.org/2019/07/24/744450509/chicagos-red-summer
Wed, 17 Jul 2019 00:01:00 -0400;Oh So Now It's Racist?;This week, an argument about what to call President Trump's rhetoric. NPR editors Mark Memmott and Keith Woods offer different ideas for how news organizations should try to stay credible.;https://www.npr.org/2019/07/17/742448398/oh-so-now-its-racist
Wed, 10 Jul 2019 00:01:00 -0400;The Return Of Race Science;In the 19th century it was mainstream science to believe in a racial hierarchy. But after WWII, the scientific world turned its back on eugenics and the study of racial difference. We speak to author Angela Saini, who says that race science is back.;https://www.npr.org/2019/07/10/740072055/the-return-of-race-science
Wed, 03 Jul 2019 00:01:00 -0400;America's Concentration Camps?;There's a debate over what to call the facilities holding migrant asylum seekers at the southern border. We revisit an earlier controversy to help make sense of it.;https://www.npr.org/2019/07/03/738247414/americas-concentration-camps
Wed, 26 Jun 2019 01:31:00 -0400;Some Of The People Knew Magic;Fifty years after the Stonewall Uprising, queer and trans folks are uncovering hidden parts of LGBTQ+ history. A new exhibition at the Brooklyn Museum, "Nobody Promised You Tomorrow: Art 50 Years After Stonewall," features works from from queer artists of color who were born in the years after Stonewall. We talked to four of them.;https://www.npr.org/2019/06/26/736043864/some-of-the-people-knew-magic
Wed, 19 Jun 2019 00:01:00 -0400;Code Switch Book Club: Summer 2019;Our listeners suggestions include American history, compelling fiction, a few memoirs—and Jane Austen, re-imagined with brown people.;https://www.npr.org/2019/06/19/733828982/code-switch-book-club-summer-2019
Wed, 12 Jun 2019 00:01:00 -0400;E Ola Ka 'Olelo Hawai'i;Every two weeks a language dies with its last speaker. That was the fate of Hawaiian, until a group of second-language learners put up a fight and declared, "E Ola Ka 'Olelo Hawai'i" (The Hawaiian Language Shall Live!!!);https://www.npr.org/2019/06/12/731868951/e-ola-ka-olelo-hawaii
Wed, 05 Jun 2019 00:01:00 -0400;The Original 'Welfare Queen';It's a pernicious stereotype, but it was coined in reference to a real woman named Linda Taylor. But her misdeeds were far more numerous and darker than welfare fraud. This week: how politicians used one outlier's story to turn the public against government programs for the poor.;https://www.npr.org/2019/06/05/729294210/the-original-welfare-queen
Wed, 29 May 2019 00:48:00 -0400;Salt Fat Acid Race;Samin Nosrat is an award-winning chef, cookbook author, and star of the Netflix series <em>Salt, Fat, Acid, Heat. </em>She's also an Iranian American woman trying to represent two cultures that are often perceived as being at odds with each other.;https://www.npr.org/2019/05/29/727389051/salt-fat-acid-race
Wed, 22 May 2019 00:18:00 -0400;Dispatches From The Schoolyard;In middle school and high school, we're figuring out how to fit in and realizing that there are things about ourselves that we can't change — whether or not we want to. This week, we're turning the mic over to student podcasters, who told us about the big issues shaping their nascent identities.;https://www.npr.org/2019/05/22/704860132/dispatches-from-the-schoolyard
Wed, 15 May 2019 00:24:00 -0400;Anger: The Black Woman's 'Superpower';A Sapphire isn't only a jewel—it's also cultural shorthand for an angry black woman. In this episode, we look at where Sapphire was born, and how the stereotype continues to haunt black women, even successful, powerful ones.;https://www.npr.org/2019/05/15/723322372/anger-the-black-womans-superpower
Wed, 08 May 2019 00:01:00 -0400;We Don't Say That;France is the place where for decades you weren't supposed to talk about someone's blackness, unless you said it in English. Today, we're going to meet the people who took a very French approach to change that. (Note: This story contains strong language in English and French.);https://www.npr.org/2019/05/08/721190520/we-dont-say-that
Wed, 01 May 2019 00:01:00 -0400;You Say Chicano, I Say...;When members of the nation's oldest Mexican-American student organization voted to change its name, it revealed generational tensions around the past, present, and future of the Chicano movement.;https://www.npr.org/2019/05/01/718703438/you-say-chicano-i-say
Wed, 24 Apr 2019 00:18:00 -0400;Poets, The Life Boats;April is National Poetry Month, so on this episode, we're passing the mic to a handful of talented poets — the people who narrate our lives and help us better understand our own experiences.;https://feeds.npr.org/510312/23759fa0-3802-45fe-b630-8d72b1cb4ee7
Wed, 17 Apr 2019 00:01:00 -0400;Can the Go-Go Go On?;For more than two decades, a cellphone store in Washington, D.C. has blasted go-go music right outside of its front door. But a recent noise complaint from a resident of a new, upscale apartment building in the area brought the music to a halt — highlighting the tensions over gentrification in the nation's capital.;https://www.npr.org/2019/04/17/713866839/can-the-go-go-go-on
Wed, 10 Apr 2019 00:01:00 -0400;Love & Walkouts;In 1968, thousands of students participated in a series of protests for equity in education that sparked the Chicano Movement. But for two of the students at one struggling high school, that civil unrest — which became known as East L.A. Walkouts — also marked the beginning of a 50-year romance. This week, Code Switch is cosigning that love story, brought to us by our play-cousins at Latino USA.;https://www.npr.org/2019/04/10/711101017/love-walkouts
Fri, 05 Apr 2019 00:47:00 -0400;Why Is It So Hard To Talk About Israel?;Support for Israel has long been the rare bipartisan position among lawmakers in Washington. But recently, several younger, brown members of Congress have vocally questioned the U.S.'s relationship with Israel — and were met with fierce condemnation, including charges that their criticism was anti-Semitic. On this episode: We're talking about why it remains so hard to have nuanced conversations about Israel.;https://www.npr.org/2019/04/05/704861975/why-is-it-so-hard-to-talk-about-israel
Wed, 27 Mar 2019 00:01:20 -0400;Ask Code Switch: You Are What You Eat;This week, we tackle reader questions on vegetarianism, the specter of grocery store Columbuses, and the quiet opprobrium directed at "smelly ethnic foods" in the workplace.;https://www.npr.org/2019/03/27/704861884/ask-code-switch-you-are-what-you-eat
Wed, 20 Mar 2019 00:01:00 -0400;"On Strike! Blow It Up!";Fifty years ago a multi-racial coalition of students at a commuter college in San Francisco went on strike. And while their bloody, bitter standoff has been largely forgotten, it forever changed higher education in the United States.;https://www.npr.org/2019/03/20/704988020/-on-strike-blow-it-up
Wed, 13 Mar 2019 00:01:23 -0400;Respect Yourself;What does "civility" look like and who gets to define it? What about "respectable" behavior? This week, we're looking at how behavior gets policed in public.;https://www.npr.org/2019/03/13/692206390/respect-yourself
Wed, 06 Mar 2019 00:01:00 -0500;When Disaster Strikes;A deadly tornado ripped through Lee County Alabama this past Sunday. An NPR investigation found that white Americans and those with safety nets often receive more federal dollars after a disaster than people of color and Americans with less wealth.;https://www.npr.org/2019/03/06/700539867/when-disaster-strikes
Wed, 27 Feb 2019 11:54:00 -0500;On The Shoulders Of Giants;When Colin Kaepernick stopped standing for the national anthem at NFL games it sparked a nationwide conversation about patriotism and police brutality. Black athletes using their platform to protest injustice has long been a tradition in American history. In this episode we tap in our friends at Throughline to explore three stories of protest that are rarely told but essential to understanding the current debate: the heavyweight boxer Jack Johnson, the sprinter Wilma Rudolph, and the basketball player Mahmoud Abdul-Rauf.;https://www.npr.org/2019/02/27/698102193/on-the-shoulders-of-giants
Thu, 21 Feb 2019 00:01:11 -0500;Getting A Foot In the Door;Anali, a young woman from Los Angeles, wants to break into the film industry. A local program taught her the skills of the trade and the language, but will any of that that matter in an industry that runs mostly on connections?;https://www.npr.org/2019/02/21/696421720/getting-a-foot-in-the-door
Wed, 13 Feb 2019 03:12:00 -0500;From Blackface To Blackfishing;Okay, news cycle: you win. We're talking about blackface. This week, we delve into the hidden history of "blackening up" in popular culture — from a certain iconic cartoon mouse's minstrel past to Instagram models trying to pass as black.;https://www.npr.org/2019/02/13/694149912/from-blackface-to-blackfishing
Thu, 07 Feb 2019 00:01:00 -0500;We're Going To Start A Dialogue...Again.;Another week of racial controversies, another week of calls to "start a dialogue on race." What does that even mean? We talk to two veterans of one high-profile attempt at a national conversation on race, who have different views of its effectiveness.;https://www.npr.org/2019/02/07/692237314/were-going-to-start-a-dialogue-again
Wed, 30 Jan 2019 02:45:00 -0500;Pretty Hurts;Some may think of beauty as frivolous and fun, but on this episode, we're examining a few of the ugly ways that its been used to project power.;https://feeds.npr.org/510312/8c8274b4-10af-4fa4-8efb-a597544feb9f
Thu, 24 Jan 2019 00:48:00 -0500;Intrigue At The Census Bureau;Another day, another drama: Last week, a federal judge ruled against the Trump administration's decision to add a controversial citizenship question to the 2020 census. But if the Justice Department has any say, the fight will go on...all the way to the Supreme Court.;https://www.npr.org/2019/01/24/687956867/intrigue-at-the-census-bureau
Wed, 16 Jan 2019 00:01:27 -0500;Perfect Son;Jason Kim and his father were once very close, but drifted apart after the family came to the United States from Korea. They drifted even further after Jason came out to his parents as gay. But after a health crisis, Jason and his father try to reckon with the silence between them. This week, a story about a family's hopes, dreams, and obligations, brought to us by the dope folks at WNYC's Nancy podcast.;https://www.npr.org/2019/01/16/683023132/perfect-son
Wed, 09 Jan 2019 00:02:23 -0500;The Return;Meet one of the people caught up in the Trump Administration's hard-line stance on immigration: Javier Zamora. He was living in the US legally under Temporary Protected Status but when the White House threatened to take it away, Javier went back to El Salvador to apply for a new visa. He didn't know if he'd ever return to the US, his home of nearly twenty years.;https://www.npr.org/2019/01/09/683239914/the-return
Wed, 02 Jan 2019 00:01:21 -0500;America's Other Anthems;This week, we're uncovering the stories behind three American Anthems. First, we hear from two musical greats about their respective versions of "Fight the Power." Next, we learned about the transformation of the children's choir staple, "This Little Light of Mine." Finally, we took a trip down "Whittier Blvd.";https://www.npr.org/2019/01/02/679142670/americas-other-anthems
Wed, 26 Dec 2018 00:01:00 -0500;Race Underneath The Skin;Spit into a tube and get in touch with your ancestors! Or not. This week we're revisiting a conversation about DNA, and what it tells us about who we are.;https://www.npr.org/2018/12/26/679287399/race-underneath-the-skin
Wed, 19 Dec 2018 00:04:04 -0500;Code Switch Goes To College;A professor at the University of Texas San Antonio designed a college course based around episodes of the Code Switch podcast! In it, her students learned how to have tough conversations about race and identity, using Shereen and Gene as an example. But after an incident on campus involving the police made national news, their theoretical classroom discussions stopped being polite and started getting real.;https://www.npr.org/2018/12/19/678037720/code-switch-goes-to-college
Wed, 12 Dec 2018 00:01:00 -0500;Code Switch Book Club;We checked in with authors, poets and great literary minds to see what books they think everyone should read this holiday season.;https://www.npr.org/2018/12/12/675860317/code-switch-book-club
Wed, 05 Dec 2018 00:01:00 -0500;The Story Of Mine Mill;Reporter Julia Simon tells us about a radical miners' union in Birmingham, Alabama. It laid the foundation for civil rights organizers in the South, and holds lessons for the future of labor.;https://www.npr.org/2018/12/05/673464803/the-story-of-mine-mill
Wed, 28 Nov 2018 00:12:00 -0500;Dog Show!;On this episode, we're hanging out with pups. First, is Kat's anxious dog Samson really just a little beagle bigot? Then, the author Bronwen Dickey and the political scientist Michael Tesler explain how the pitbull transformed from America's most beloved sidekick to a doggo non grata.;https://www.npr.org/2018/11/28/671354988/dog-show
Wed, 21 Nov 2018 00:01:23 -0500;Live From The Apollo...It's Code Switch!;Gene and Shereen talk to poet Denice Frohman, percussionist Bobby Sanabria, chef Marcus Samuelsson and comedian Ashley Nicole Black at Harlem's World Famous Apollo Theater in New York City.;https://www.npr.org/2018/11/21/669745804/live-from-the-apollo-its-code-switch
Wed, 14 Nov 2018 00:01:00 -0500;The House On The Corner;The news item about the shooting was bare: one man shot another 17 times in a dispute over drugs. The actual story — of a family that feared for its safety but who couldn't rely on the police for help — was far more complicated.;https://www.npr.org/2018/11/14/667383354/the-house-on-the-corner
Wed, 07 Nov 2018 05:02:00 -0500;Politics Podcast Pop Up;We know where your mind's going to be this week: midterm election results!!! So, we're handing the reins over to our play cousins from NPR's Politics Podcast. They'll tell you what happened and what it all means.;https://www.npr.org/2018/11/07/665097601/politics-podcast-pop-up
Wed, 31 Oct 2018 00:01:00 -0400;Is Ron Brown High School Working?;Ron Brown High School was built on a novel notion: a school for boys of color, based on a model of restorative justice. We visited the school last year for several episodes to follow its first-ever freshman class. This week, we're going back to see whether the school's unique approach to education is bearing fruit.;https://www.npr.org/2018/10/31/662295185/is-ron-brown-high-school-working
Wed, 24 Oct 2018 00:01:00 -0400;The Cost To Cast A Ballot;This week: why people <em>don't</em> vote, why people <em>can't</em> vote, and two state races that might have national implications for 2020.;https://www.npr.org/2018/10/24/660055904/the-cost-to-cast-a-ballot
Wed, 17 Oct 2018 00:01:03 -0400;What So Proudly We Hail;So "The Star-Spangled Banner" is kind of a mess: notoriously tough to sing and with some weird stanzas about slavery. This week, we're looking at two of the country's <em>other</em> anthems with their own messy histories to find out what those songs tell us about American <em>ideals</em>.;https://www.npr.org/2018/10/17/657886336/what-so-proudly-we-hail
Wed, 10 Oct 2018 01:16:00 -0400;Our Homeland Is Each Other;This week, we're handing the mic over to transracial adoptees. They told us what they think is missing from mainstream narratives about adoption, and how being an adoptee is an identity unto itself.;https://www.npr.org/2018/10/10/656044800/our-homeland-is-each-other
Wed, 03 Oct 2018 00:01:00 -0400;Deja Vu All Over Again;Decades before Christine Blasey-Ford testified before lawmakers, the country had another reckoning with sexual misconduct set against the backdrop of a Supreme Court nomination. This week: what we have — and haven't — learned in the years since the Anita Hill hearings about identity politics, sexual harassment and power.;https://www.npr.org/2018/10/03/651611951/deja-vu-all-over-again
Wed, 26 Sep 2018 00:01:14 -0400;#CriticsSoWhite;The reckoning that is reshaping Hollywood is finally making its way to the critic's perch. Bilal Qureshi joins us to talk about exciting movies coming this fall, and who gets to judge.;https://www.npr.org/2018/09/26/651613239/-criticssowhite
Wed, 19 Sep 2018 00:10:00 -0400;Puerto Rico's Other Storm;Long before Hurricane Maria devastated the territory, the threat of financial disaster loomed over Puerto Rico. Now, an old, bitter struggle over who gets to chart the islands' economic future is upending life for everyday Puerto Ricans trying to pick up the pieces.;https://www.npr.org/2018/09/19/649228215/puerto-ricos-other-storm
Wed, 12 Sep 2018 08:55:00 -0400;Ask Code Switch: School Daze;For better or worse, classrooms have always been a site where our country's racial issues get worked out — whether its integration, busing, learning about this country's sordid racial history. On today's Ask Code Switch, we're talking about fitting in, standing out, and standing up for what you believe in.;https://www.npr.org/2018/09/12/646870057/ask-code-switch-school-daze
Thu, 06 Sep 2018 17:45:00 -0400;Update: Looking For Marriage In All The Wrong Places;In a unanimous decision, India's Supreme Court struck down a long-standing ban on gay sex. In light of this, we're revisiting an episode about same-sex love and dating apps for South Asians.;https://www.npr.org/2018/09/06/645332026/update-looking-for-marriage-in-all-the-wrong-places
Wed, 05 Sep 2018 00:01:21 -0400;Stuck Off The Realness;Prodigy made up half of the hugely influential hip-hop duo Mobb Deep, but spent his life in excruciating pain due to a debilitating disease called sickle cell anemia. On this episode, the hosts of WNYC's The Realness podcast chronicle Prodigy's struggle with the disease, share the story of how the disease was discovered, and explain how black revolutionaries pressed their communities (and the President of the United States) to do something about it.;https://www.npr.org/2018/09/05/644647601/stuck-off-the-realness
Wed, 29 Aug 2018 00:01:19 -0400;So What If He Said It?;In recent weeks, rumors of a recording of President Trump using the N-Word have resurfaced. But critics have been describing Trump as racist for years. So, if this tape were to exist, would it even matter?;https://www.npr.org/2018/08/29/642719093/so-what-if-he-said-it
Wed, 22 Aug 2018 00:01:00 -0400;Live From Birmingham...It's Code Switch!;Shereen and Gene head to Alabama to talk about race in the American South. Mayor Randall Woodfin of Birmingham talks about growing up in the shadow of his city's history. The poet Ashley M. Jones shares how she learned to love her hometown. And Gigi Douban of WBHM takes on some tough listener questions about race in the Magic City.;https://www.npr.org/2018/08/22/640606875/live-from-birmingham-its-code-switch
Wed, 15 Aug 2018 00:01:25 -0400;Behind The Lies My Teacher Told Me;It's a battle that's endured throughout so much of American history: what gets written into our textbooks. Today we tag in NPR education correspondent Anya Kamenetz, and hear from author James Loewen about the book, Lies My Teacher Told Me: Everything Your American History Textbook Got Wrong.;https://www.npr.org/2018/08/15/638555068/behind-the-lies-my-teacher-told-me
Wed, 08 Aug 2018 00:06:00 -0400;Talk American;What is the "Standard American Accent"? Where is it from? And what does it mean if you don't have it? Code Switch goes on a trip to the Midwest to find out.;https://www.npr.org/2018/08/08/636442508/talk-american
Wed, 01 Aug 2018 00:06:16 -0400;Word Watch, The Sequel: 2Watch 2Wordiest;We're back this week with the grand finale of the Word Watch Game Show! First, we'll uncover the messy history of the term "white trash." Then we'll get into a ditty that signals ... anything "Asian." Come play with us!;https://www.npr.org/2018/08/01/634373103/word-watch-the-sequel-2watch-2wordiest
Wed, 25 Jul 2018 00:06:00 -0400;Word Watch: A Code Switch Game Show;English is full of words and phrases with hidden racial backstories. Can you guess their histories? On part one of this two-part episode, we're unpacking the meaning behind "guru" and "boy.";https://www.npr.org/2018/07/25/632049531/word-watch-a-code-switch-game-show
Wed, 18 Jul 2018 00:01:20 -0400;Rap On Trial;Olutosin Oduwole was a college student and aspiring hip hop star when he was charged with "attempting to make a terrorist threat." Did public perceptions of rap music play a role? This week we're tagging in our friends at Hidden Brain to tell this story.;https://www.npr.org/2018/07/18/629882412/rap-on-trial
Wed, 11 Jul 2018 00:01:21 -0400;Word Up;Since 1992, the study known as "The 30 Million Word Gap" has, with unusual power, shaped the way educators, parents and policymakers think about educating poor children. NPR education correspondent Anya Kamenetz joins us to talk about what it gets right, and what it misses.;https://www.npr.org/2018/07/11/627767654/word-up
Wed, 04 Jul 2018 00:18:19 -0400;Code Switch's Summer Vacation;We're going on a trip, and we're taking you with us! From the peak of Mount Denali to the beaches of Queens, we're talking camp, suntans and our favorite summer jams.;https://feeds.npr.org/510312/ee32938b-6f48-4c3c-8eee-8b10f45742b0
Wed, 27 Jun 2018 02:54:00 -0400;Immigration Nation;Anti-immigrant sentiment is on the rise, and the prospect of mass deportation is in the news. But as much as this seems like a unique moment in history, in many ways, it's history repeating itself.;https://www.npr.org/2018/06/27/623662992/immigration-nation
Wed, 20 Jun 2018 00:01:00 -0400;Looking For Marriage In All The Wrong Places;Online matchmaking sites are making it easier than ever for couples seeking an arranged marriage to meet. Well...not all couples.;https://www.npr.org/2018/06/20/621358083/looking-for-marriage-in-all-the-wrong-places
Wed, 13 Jun 2018 00:01:23 -0400;Twenty-First Century Blackface;We have one story of how blackface was alive and well on network television in Colombia until 2015.;https://www.npr.org/2018/06/13/619359049/twenty-first-century-blackface
Wed, 06 Jun 2018 00:01:06 -0400;What We Inherit;On this episode, the story of one family's struggle to end a toxic cycle of inter-generational trauma from forced assimilation. Getting back to their Native Alaskan cultural traditions is key.;https://www.npr.org/2018/06/06/617300356/what-we-inherit
Wed, 30 May 2018 00:02:00 -0400;A Thousand Ways To Kneel And Kiss The Ground;Last week, the NFL announced a new policy to penalize players who kneel during the national anthem. The announcement drew fresh attention to the century-old tightrope that outspoken black athletes — from Floyd Patterson to Rose Robinson to Colin Kaepernick – have had to walk in order to compete and live by their principles.;https://www.npr.org/2018/05/30/615229334/a-thousand-ways-to-kneel-and-kiss-the-ground
Wed, 23 May 2018 00:01:00 -0400;Of Bloodlines and Conquistadors;Hispanos have lived side by side the Pueblo people for centuries—mixing cultures, identities and even bloodlines. But recently, tensions have risen among the two populations over Santa Fe's annual conquistador pageant, known as La Entrada, which celebrates the arrival of the Spanish.;https://www.npr.org/2018/05/23/613390087/of-bloodlines-and-conquistadors
Wed, 16 May 2018 00:01:25 -0400;What's Black And Gray And Inked All Over?;Black-and-gray tattoos have become increasingly popular over the last four decades. But many people don't realize that the style has its roots in Chicano art, Catholic imagery and "prison ingenuity." (Yes, they were called Prison-Style tattoos for a reason.) Freddy Negrete, a pioneer in the industry, started tattooing fellow inmates in the early 1970s. And while he's no longer tatting people up with guitar strings and ballpoint pens, he's still using some of the same techniques he mastered back in the day.;https://www.npr.org/2018/05/16/611306395/whats-black-and-gray-and-inked-all-over
Wed, 09 May 2018 00:12:00 -0400;Tough Questions For The World's Toughest Job;Mother's Day is coming up, so we're taking on your most difficult questions around parenting. We'll talk about choosing a school, raising bilingual children, modeling gender identity, and what to do if your kid's afraid of black people.;https://feeds.npr.org/510312/1f4a0354-3100-4399-a48b-117755e130fe
Wed, 02 May 2018 00:06:23 -0400;Code Switch Census Watch 2020;We've said it before: The U.S. Census is way more than cold, hard data. It informs what we call ourselves and how we're represented. On this episode, we explore the controversial citizenship question that the Trump administration added to the 2020 census. We also talk about how the U.S. Census helped create the 'Hispanic' label.;https://www.npr.org/2018/05/02/607553683/code-switch-census-watch-2020
Wed, 25 Apr 2018 00:01:00 -0400;It's Bigger Than The Ban;Muslims make up a little over one percent of the U.S. population, but they seem to take up an outsized space in the American imagination. On this episode we explore why that is.;https://www.npr.org/2018/04/25/605531909/its-bigger-than-the-ban
Wed, 18 Apr 2018 00:01:00 -0400;Members of Whose Tribe?;Today, Americans tend to think of Jewish people as white folks, but it wasn't always that way. On this episode, we dig into the complex role Jewish identity has played in America's racial story — especially now, when anti-Semitism is on the rise.;https://www.npr.org/2018/04/18/602678381/members-of-whose-tribe
Wed, 11 Apr 2018 00:01:00 -0400;Location! Location! Location!;It's the force that animates so much of what we cover on Code Switch. And on the 50th anniversary of the Fair Housing Act, we take a look at some ways residential segregation is still shaping the ways we live. We head to a border with an ironic name , before dropping in on a movement to remap parts of the South.;https://www.npr.org/2018/04/11/601131468/location-location-location
Wed, 04 Apr 2018 00:01:00 -0400;The Road To The Promised Land, 50 Years Later;Fifty years ago, Dr. Martin Luther King Jr. was shot and killed in Memphis, Tenn. This week, we have two stories about the aftermath of his death. The first takes us to Memphis to remember King's final days. The second brings us to Oakland, Calif., where King's assassination "transformed the position of the Black Panther Party overnight.";https://www.npr.org/2018/04/04/599195739/the-road-to-the-promised-land-50-years-later
Wed, 28 Mar 2018 00:01:00 -0400;Amara La Negra: Too Black To Be Latina? Too Latina To Be Black?;People are constantly telling Amara La Negra that she doesn't fit anywhere. Sometimes, she's "too black to be Latina." Other times, she's "too Latina to be black." But Amara says afro-Latinas aren't rare and they're no cause for confusion — they're just in dire need of more representation.;https://feeds.npr.org/510312/5ecb2529-42a0-4fe7-80e7-beda7b2cc89b
Wed, 21 Mar 2018 00:01:00 -0400;The Madness Of March;The NCAA men's basketball tournament is going on right now and will bring in hundreds of millions of dollars in revenue. The coaches and commissioners who benefit are overwhelmingly white. The players on the court are MOSTLY black. So what, if anything, are those players owed?;https://www.npr.org/2018/03/21/594911280/the-madness-of-march
Wed, 14 Mar 2018 00:01:12 -0400;Who Is 'Us,' Anyway?;"Shouldn't you help out your own community first?" That's the question we're exploring this week via our play-cousins at Latino USA. A black celebrity is criticized for helping a Latino immigrant. On this episode, that celebrity makes his case.;https://www.npr.org/2018/03/14/593242798/who-is-us-anyway
Wed, 07 Mar 2018 00:01:00 -0500;Searching For A Home After Hate;In February 2017, Srinivas Kutchibhotla fell victim to an alleged hate crime. In the aftermath, his widow, Sunayana Dumala, had her life and her immigration status thrown into question. Now, she's trying to figure out what it means to stay — and find community — in the small Kansas town where her husband was killed.;https://www.npr.org/2018/03/07/590856046/searching-for-a-home-after-hate
Wed, 28 Feb 2018 00:01:00 -0500;A House Divided By Immigration Status;All four of the Gonzalez kids grew up under one roof, in Los Angeles, Calif. But when the oldest was in middle school, she realized that she and her siblings might have drastically different lives. That's because she comes from a mixed-status family, where some members are free to work, and others are constrained by the fear of deportation.;https://feeds.npr.org/510312/88215fa5-ac69-4347-b496-0f5bbf0b5659
Wed, 21 Feb 2018 00:18:21 -0500;Throw Some Respeck On My Name;It's Alabama, 1963. A black woman stands before a judge, but she refuses to acknowledge him until he addresses her by an honorific given to white women: "Miss." On this week's episode, we revisit the forgotten story of Mary Hamilton, a Freedom Rider who struck a blow against a pervasive form of disrespect.;https://www.npr.org/2018/02/21/581961689/throw-some-respeck-on-my-name
Tue, 13 Feb 2018 23:59:18 -0500;Feelings, Finances And Fetishes: Love Is A Racial Battlefield;To get y'all in the mood for Valentine's Day, we're exploring some of our juiciest listener love questions. Should your race and gender affect how much you pay into a relationship? What's the difference between a preference and a fetish? And what's the quickest way for black women to find love?;https://feeds.npr.org/510312/1bec7592-8d89-4db8-a2cb-8c49fbe0157b
Wed, 07 Feb 2018 00:01:00 -0500;It's Not Just About The Blood;If you're Native American, who or what gets to define your identity? We dive into an old system intended to measure the amount of "Indian blood" a person has. We hear from two families about how they've come to understand their own Native identities and how they'll pass that on to future generations.;https://feeds.npr.org/510312/e562578e-0df6-4199-affe-81da12360a1a
Wed, 31 Jan 2018 03:01:00 -0500;The State Of Our Union Is...Uh, How Much Time You Got?;On the occasion of President Trump's first State of the Union speech, we're looking at where things stand on civil rights at the Justice Department, the state of play for the country's white nationalist fringe, and how Puerto Rico is faring as the federal government prepares to cut off its emergency aid.;https://www.npr.org/2018/01/31/582028972/the-state-of-our-union-is-uh-how-much-time-you-got
Wed, 24 Jan 2018 00:01:00 -0500;The 'R-Word' In The Age Of Trump;When Donald Trump allegedly referred to Haiti, El Salvador and some African countries as "shitholes," we called his comments r-...rr-...really really vulgar. Why were we so afraid to call them racist?;https://feeds.npr.org/510312/14118e43-a85c-43e0-bc3e-a350702a497c
Wed, 17 Jan 2018 00:01:21 -0500;A Racial Impostor Epidemic;Our episode about multi-racial people and their search for identity struck a nerve. Now we're asking, "What other stories do you want to hear?";https://feeds.npr.org/510312/ce722fda-ec8c-4955-99c6-4c54de1db542
Wed, 10 Jan 2018 00:01:00 -0500;This Racism Is Killing Me Inside;On this weeks episode we hear the story of Shalon Irving, who passed away after giving birth to her daughter. Black women in the United States are 243 percent more likely than white women to die of pregnancy- or childbirth-related causes. There's evidence that shows this gap is caused by the "weathering" effects of racism.;https://www.npr.org/2018/01/10/576818478/this-racism-is-killing-me-inside
Wed, 03 Jan 2018 00:01:00 -0500;Before We Give 2017 The Middle Finger, Part 2;This week, Gene Demby talks with ESPN's Jemele Hill. The SportsCenter anchor discusses becoming a lightning rod in the culture wars and the flimsy partition between politics and sports. And we'll look ahead to a year of looking back: the 50th anniversaries of the tumultuous events of 1968.;https://feeds.npr.org/510312/3b2d592f-e62a-45d1-86fb-bce4b24e2e70
Wed, 27 Dec 2017 00:01:11 -0500;Before We Give 2017 The Middle Finger, Part 1;In this episode: lessons learned post-Charlottesville, the Latinas who said "me, too" before it went viral, race-and-rep wins in pop-culture and some of this year's real-life losses. You'll yell, you'll cheer, you'll shed a tear.;https://www.npr.org/2017/12/27/572716258/before-we-give-2017-the-middle-finger-part-1
Wed, 20 Dec 2017 00:18:00 -0500;Black Atheists, White Santas, And A Feast For The Deceased;We're answering your holiday race questions: Why do we still think of Santa as white? Are POCs responsible for calling-out the racism at holiday parties? How do you tell your black family you're a non-believer? And, can you resurrect a dead family tradition?;https://www.npr.org/2017/12/20/571206900/black-atheists-white-santas-and-a-feast-for-the-deceased
Wed, 13 Dec 2017 00:18:05 -0500;With Dope, There's High Hope;As of January 1, it will be legal to sell recreational cannabis in California. But as the legal weed market gains traction, people of color who were targeted by the drug war are being left out of the green rush. This week, we revisit the history of marijuana in the U.S. ― and how its criminalization has everything to do with race.;https://www.npr.org/2017/12/13/570312711/with-dope-theres-high-hope
Wed, 06 Dec 2017 00:01:20 -0500;17,000 Islands, 700 Languages, And A Superhero;Indonesia is one of the most ethnically diverse countries on Earth. And while that pluralism is embraced in the country's founding documents, its ethnic Chinese minority has been persecuted for generations. NPR's Ari Shapiro tells the story of a young Indonesian of Chinese descent, who is trying to navigate his country's roiling tensions.;https://www.npr.org/2017/12/06/568652563/17-000-islands-700-languages-and-a-superhero
